-9.596157481524950628e-01,-8.290610886807253666e-01
6.602549724523009145e-01,-1.197026385503748624e+00
7.320695548628636251e-01,1.518795019783788280e+00
-2.120432955013839063e-02,2.194972792491606928e+00
2.042620003946797880e-01,-3.842724317140769896e-01
7.294379530263146449e-01,1.425603771239964679e-01
-8.511216534261425437e-01,1.180825594111744037e+00
5.062926748758360684e-01,-9.852457887083863053e-01
1.200821736824411401e+00,-1.382153106873755588e+00
6.385344728937389913e-01,3.857112030935583857e-01
4.102555128320515276e-01,1.120258605211437830e+00
6.284166748335300312e-01,-1.598111592427316818e+00
-1.249206370301495062e+00,-9.428640038593960604e-01
-7.151160575870175728e-01,-1.055583211473773098e+00
-4.082663079489380897e-01,1.165319002008162963e+00
1.494605227033370509e+00,9.911581006852553388e-01
-4.718844754077239911e-01,-8.199873925736349545e-01
4.689915648361872580e-01,1.737860826584824436e-01
-1.022241323048779238e+00,1.187799338905102947e-01
-3.667992986046432757e-01,-4.408124709866852453e-01
1.399639773139523147e+00,-9.167896756800640867e-01
5.097108771284962758e-01,-1.853437446769473418e+00
-3.044080321310632109e-01,1.394848099489327975e+00
-3.787552557597868574e-01,5.569003339117519769e-01
4.123384008829204528e-01,1.401127477966124246e+00
-7.225578656921919363e-01,3.200201627733883503e-01
-8.072165573695572194e-01,-8.274433726182816029e-01
-1.707033047675353410e-01,-5.971931653615195623e-01
-3.789858973950716026e-01,-2.056215352633754989e+00
-1.246374556094304031e-02,1.596902923885110903e+00
-3.797962610385474669e-01,-4.391857364159045263e-01
7.358067096713544197e-01,4.456897990209427451e-01
1.348516625160635918e-01,1.013782231345636387e+00
3.791772539397496034e-01,2.112919406647023379e+00
1.033820355888732445e+00,5.595526447546196325e-01
-2.157834807818576062e-01,1.577653993440806035e+00
-3.390271001182680322e-01,1.430708455379918476e-01
1.182974083673153265e+00,2.432967123391398534e-01
-9.068822620585170746e-01,2.865225765964422577e-01
-8.008150155895746858e-01,-2.107400337101201782e+00
-1.094610507719314008e+00,6.952893556458440427e-01
-4.049820899240745287e-01,-5.144822974821848804e-01
-3.389205639705166750e-01,7.813541656100047791e-03
1.016927648416307839e-01,-9.716322637449781308e-01
3.020741283206655470e-01,5.689362374391717658e-01
6.705319149438930537e-02,-1.532403494927952581e+00
-2.771671940781901822e-01,-4.821212321930223171e-02
9.357220891578722499e-01,-2.776083484518815925e-01
-1.048947561127005601e+00,-3.410047112216621490e-02
7.485770939643335842e-01,-1.260684710606526093e-01
-2.919959106100953883e-01,-1.725223384561062057e-01
5.710652819461792262e-01,-1.193342696054927821e+00
-3.194293945253939282e-01,3.647233514463557036e-01
-5.258744069190387505e-01,-3.980531760708564959e-01
1.598163633208131484e+00,8.384964392275243705e-01
1.696653725010925040e+00,-8.281060067592314888e-02
-1.775958612386010216e-01,-9.418593110063381291e-01
-1.965102309779271639e-01,-8.368195552714410290e-01
1.130217671575067528e-01,-8.353341960264193400e-01
-2.082669935086231272e-01,1.284331351963779566e+00
9.310226968119749147e-01,-9.021723338544452853e-01
-1.844918805729146155e-02,-2.177608315688597251e-01
-2.747204297667810713e-01,-5.625242159768596428e-01
-3.291174766919514050e-01,-1.822008646996542858e+00
-2.303885748305772689e-03,7.405680216518857328e-01
-4.495510030426395076e-01,8.361605041400870242e-01
1.073726883536491927e+00,-4.953685425949131416e-01
3.342597640015145255e-01,-6.936744416550336134e-02
2.649789709189613318e-01,-1.527223233971122029e+00
-2.277005869034466265e-02,-6.387419513763200607e-01
1.687910682674735208e+00,-1.270664947672804468e+00
8.108003212427582485e-01,4.245845602155863263e-01
-6.383832015983974539e-01,1.562222266973954499e+00
9.264272145654710577e-01,1.305580643608821756e+00
5.916024981257340665e-01,-2.021554965486426880e+00
-9.018949962694370326e-01,-4.931712475956457342e-01
1.392400469895450563e-02,-9.870614286891421507e-02
4.623184993377656427e-01,5.391875760540812967e-01
9.335387852457667224e-01,-1.811145768436373815e-01
7.058021054968346975e-02,-2.200172489568422152e-01
1.862374717680696512e-01,-9.405590628614001192e-01
1.393891552322986116e-01,1.050476677946806880e+00
4.808337980112602494e-01,-3.091084981936070494e-02
7.899616651470119377e-01,7.106448783241027245e-01
-1.887546651813268583e-01,-4.719549025580762058e-01
4.583501520409782315e-01,1.284011082546614724e-01
-3.788357933242081921e-01,4.465688903298213885e-01
-4.416619640531312396e-01,1.076275537354963036e-01
-4.308854493536298236e-01,2.222737988057490011e+00
-1.526939162682481449e-02,1.551566762020519130e+00
-2.637095573484006805e-01,5.806067556270465557e-01
5.798809902710041486e-01,2.487936306739248482e-01
9.748620305435961031e-01,6.250906539641400972e-01
-5.055678850016165349e-01,-6.555265924959991636e-03
3.042585880727207148e-01,-6.151820643360293994e-01
5.661965960419746979e-01,-7.016990566615186609e-01
1.076383584193646992e-01,-5.845048085150488237e-01
6.690652793029460144e-01,-1.289155751057697641e+00
-1.114417717870058548e-02,1.565331237761656391e+00
-1.174722003239521584e+00,-9.358608266708173806e-01
-1.971316547097460847e-01,-2.977523015292080077e-01
3.003061715537396759e-01,5.227149341363653834e-01
-2.884907930882611438e-01,-2.142327362829088866e+00
-2.005761168815649587e+00,4.200870544490789005e-01
1.141326927458451435e+00,1.553420270957333482e+00
1.128619303529717843e+00,7.276101330971153358e-02
-1.103114329597581378e+00,-8.275391015143318540e-01
-1.259685808851349176e+00,-2.373263707671707523e-01
-4.208139033649636040e-01,1.887221771666409142e-01
-5.457655802957893654e-01,-1.960647272477480385e+00
-1.939955363510405539e-01,1.432556889015078605e+00
8.015233143481474976e-01,-6.544673142629141571e-01
-1.982825537200701149e-01,-4.162830139062571183e-02
2.215975003179541658e-01,9.041479319348502131e-01
1.948125027857885994e-01,1.796529424185661750e+00
2.397251282832066691e-02,2.889285656593447715e-01
-1.518467238258106311e-01,-5.321841719833984019e-01
1.003543904384357921e+00,-1.058731667931166021e+00
-4.488465498368287010e-01,-1.329304444070023017e-01
-2.426681373093577954e-01,2.072604721043201370e-01
-2.207752489525907524e+00,1.662228105796536293e-01
-7.002624723121056993e-01,9.724989560997436833e-01
6.198085795870524883e-01,3.984565124912880195e-03
7.330333468504673933e-01,-7.920900855264647600e-01
-4.914067261735187708e-01,1.876020022165793277e-01
-1.273076084524385587e+00,1.615431085162866376e+00
-3.675596874937474001e-01,7.413039733881594540e-01
-1.147196514293003622e+00,-5.124774439141580595e-01
1.707512081563829776e-01,6.241495751479169130e-01
4.700948538656962716e-02,1.758227164874291537e+00
-1.824739322597779545e-01,9.245189260333378511e-01
-1.240379450915155113e+00,-5.858493365079637805e-01
-2.574651134668393127e-01,-6.678767019056748300e-01
-1.771323865442112899e-01,1.400726240686097190e+00
1.742048593451180349e-01,5.307058270647432296e-01
1.044776774449320267e-01,-4.190303965936112429e-01
-1.629321350640773047e-01,1.338913024554878151e+00
-1.228773365086359037e+00,7.180508172854946913e-01
-7.536398266223882925e-02,2.297019272446673421e-01
4.316072001902376831e-01,7.920280577424003710e-01
-2.954492372921617600e-03,-9.701609800067291511e-02
-2.478134110366883303e-01,-3.492792253964531746e-01
5.923696653229493236e-01,-1.881747736328459042e-01
-3.037139242143099271e-01,7.841841798318457402e-01
4.054680302444943485e-01,3.522936788919147633e-01
-4.779386904422362470e-01,-1.126518817440413933e+00
